"ensembl_gene_id","entrezgene_id","mgi_symbol","gene_biotype","chromosome_name","start_position","end_position","p.overall","q.overall","post.hoc.A.By.p","post.hoc.peak.By.p","post.hoc.M.By.p","post.hoc.A.By.q","post.hoc.peak.By.q","post.hoc.M.By.q","A1","A2","delta.A","p.delta.A","q.delta.A","peak1","peak2","delta.peak","p.delta.peak","q.delta.peak","M1","M2","delta.M","p.delta.M","q.delta.M","P"
"ENSMUSG00000004768",19335,"Rab23","protein_coding","1",33758968,33781645,0.234,0.263,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.034,0.037,0.003,0.829,0.999,15.583,11.698,-3.886,0.031,0.044,10.655,10.655,0,0.974,0.992,24
"ENSMUSG00000042215",213539,"Bag2","protein_coding","1",33784565,33796876,0.002,0.006,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.071,0.096,0.025,0.456,0.999,18.973,12.805,-6.168,0.006,0.013,9.069,9.109,0.04,0.093,0.355,24
"ENSMUSG00000026127",27993,"Imp4","protein_coding","1",34478932,34488437,0.003,0.008,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.072,0.056,-0.017,0.352,0.995,20.881,16.62,-4.261,0,0.002,10.698,10.688,-0.01,0.415,0.702,24
"ENSMUSG00000037470",320011,"Uggt1","protein_coding","1",36179108,36283801,0.006,0.014,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.121,0.085,-0.036,0.261,0.981,19.428,16.239,-3.189,0.021,0.032,11.991,11.939,-0.052,0.024,0.203,24
"ENSMUSG00000037447",214855,"Arid5a","protein_coding","1",36346814,36363110,0.087,0.113,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.096,0.1,0.004,0.895,0.999,15.275,12.023,-3.252,0.012,0.021,9.047,9.055,0.007,0.743,0.903,24
"ENSMUSG00000001143",214895,"Lman2l","protein_coding","1",36458952,36484352,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.223,0.157,-0.066,0.04,0.767,22.8,18.573,-4.226,0,0,11.443,11.428,-0.015,0.507,0.768,24
"ENSMUSG00000001138",94218,"Cnnm3","protein_coding","1",36550948,36567318,0.001,0.005,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.072,0.043,-0.029,0.096,0.877,0.135,19.542,19.407,0,0.003,11.266,11.258,-0.007,0.545,0.792,24
"ENSMUSG00000079610",109346,"Ankrd39","protein_coding","1",36576588,36586526,0,0.001,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.171,0.118,-0.053,0.191,0.962,8.866,4.788,-4.078,0,0.002,8.409,8.492,0.082,0.005,0.121,24
"ENSMUSG00000026121",20353,"Sema4c","protein_coding","1",36587720,36597430,0.014,0.026,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.104,0.07,-0.033,0.187,0.959,1.912,22.558,20.645,0.007,0.016,10.088,10.078,-0.01,0.585,0.816,24
"ENSMUSG00000060771",211484,"Tsga10","protein_coding","1",37793857,37905510,0.344,0.372,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.082,0.07,-0.012,0.684,0.999,20.267,17.845,-2.423,0.133,0.152,8.74,8.722,-0.018,0.408,0.699,24
"ENSMUSG00000026080",98388,"Chst10","protein_coding","1",38902948,38937242,0.032,0.051,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.063,0.063,0.001,0.974,0.999,18.887,15.319,-3.568,0.014,0.024,11.887,11.916,0.029,0.072,0.309,24
"ENSMUSG00000026077",18143,"Npas2","protein_coding","1",39232812,39402317,0.001,0.003,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.159,0.118,-0.041,0.301,0.984,22.365,17.744,-4.621,0,0.001,9.444,9.433,-0.012,0.678,0.866,24
"ENSMUSG00000048234",67702,"Rnf149","protein_coding","1",39590377,39616486,0.003,0.009,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.09,0.073,-0.018,0.46,0.999,7.888,4.049,-3.839,0.002,0.008,10.109,10.142,0.033,0.06,0.284,24
"ENSMUSG00000045515",18993,"Pou3f3","protein_coding","1",42734085,42742336,0.001,0.003,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.141,0.102,-0.039,0.25,0.981,17.702,13.111,-4.591,0,0.003,11.168,11.178,0.009,0.691,0.872,24
"ENSMUSG00000026048",22592,"Ercc5","protein_coding","1",44186904,44220420,0.011,0.023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.073,0.051,-0.021,0.455,0.999,9.129,4.327,-4.802,0.014,0.023,9.522,9.563,0.041,0.045,0.265,24
"ENSMUSG00000026043",12825,"Col3a1","protein_coding","1",45350698,45388866,0.001,0.005,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.412,0.219,-0.193,0.119,0.896,1.256,22.434,21.178,0.098,0.117,11.321,11.064,-0.256,0.004,0.111,24
"ENSMUSG00000025995",73674,"Wdr75","protein_coding","1",45834326,45862779,0.024,0.039,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.047,0.039,-0.008,0.709,0.999,10.514,4.201,-6.313,0.005,0.012,9.868,9.877,0.009,0.526,0.782,24
"ENSMUSG00000025993",53945,"Slc40a1","protein_coding","1",45947228,45965683,0.187,0.216,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.158,0.131,-0.026,0.435,0.999,4.547,2.719,-1.827,0.051,0.065,9.072,9.061,-0.011,0.638,0.845,24
"ENSMUSG00000025986",227059,"Slc39a10","protein_coding","1",46846704,46932012,0.015,0.027,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.118,0.087,-0.031,0.288,0.981,21.724,18.476,-3.248,0.006,0.014,12.291,12.267,-0.024,0.256,0.564,24
"ENSMUSG00000026096",72085,"Osgepl1","protein_coding","1",53352783,53365502,0,0.002,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.099,0.057,-0.042,0.202,0.963,10.017,3.321,-6.696,0.012,0.021,7.94,7.993,0.053,0.025,0.204,24
"ENSMUSG00000052331",329154,"Ankrd44","protein_coding","1",54684499,54965546,0.002,0.006,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.066,0.086,0.02,0.494,0.999,6.842,0.218,-6.625,0.001,0.003,10.162,10.144,-0.018,0.391,0.686,24
"ENSMUSG00000025982",81898,"Sf3b1","protein_coding","1",55024328,55066640,0.002,0.006,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.06,0.063,0.002,0.912,0.999,5.629,23.73,18.101,0.001,0.003,12.728,12.717,-0.011,0.469,0.742,24
"ENSMUSG00000025981",67876,"Coq10b","protein_coding","1",55091929,55111861,0.008,0.017,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.16,0.097,-0.062,0.043,0.767,10.291,7.557,-2.734,0.01,0.018,9.469,9.458,-0.011,0.6,0.826,24
"ENSMUSG00000025980",15510,"Hspd1","protein_coding","1",55116994,55127402,0.002,0.007,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.096,0.082,-0.014,0.58,0.999,19.792,15.755,-4.037,0,0.003,13.254,13.23,-0.024,0.174,0.475,24
"ENSMUSG00000073676",15528,"Hspe1","protein_coding","1",55127291,55130466,0.019,0.033,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.138,0.091,-0.048,0.27,0.981,19.287,15.114,-4.173,0.016,0.026,11.272,11.316,0.043,0.157,0.45,24
"ENSMUSG00000026037",18393,"Orc2","protein_coding","1",58501930,58544268,0.065,0.088,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.054,0.055,0.001,0.969,0.999,14.367,10.188,-4.179,0.007,0.015,10.308,10.309,0.001,0.926,0.974,24
"ENSMUSG00000026024",74018,"Als2","protein_coding","1",59202085,59276390,0.168,0.197,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.051,0.057,0.006,0.794,0.999,18.451,14.827,-3.624,0.032,0.044,11.276,11.266,-0.01,0.546,0.792,24
"ENSMUSG00000026020",55989,"Nop58","protein_coding","1",59724130,59758203,0.003,0.008,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.076,0.069,-0.008,0.752,0.999,8.321,2.645,-5.675,0.001,0.003,11.289,11.284,-0.005,0.77,0.908,24
"ENSMUSG00000025958",12912,"Creb1","protein_coding","1",64571804,64643707,0,0.002,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.128,0.063,-0.065,0.056,0.79,17.985,13.736,-4.249,0.038,0.051,11.236,11.165,-0.071,0.003,0.111,24
"ENSMUSG00000025946",213527,"Pth2r","protein_coding","1",65321215,65428403,0.028,0.045,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.103,0.105,0.002,0.964,0.999,19.317,13.447,-5.87,0.004,0.011,7.767,7.769,0.002,0.96,0.99,24
"ENSMUSG00000026005",66646,"Rpe","protein_coding","1",66739990,66758964,0,0.001,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.133,0.1,-0.034,0.233,0.981,19.428,15.226,-4.202,0,0.001,9.628,9.602,-0.026,0.196,0.504,24
"ENSMUSG00000026004",68691,"Kansl1l","protein_coding","1",66758407,66856721,0.004,0.011,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.071,0.071,0,0.995,0.999,16.482,10.768,-5.714,0.004,0.01,8.744,8.703,-0.041,0.051,0.277,24
"ENSMUSG00000026189",111175,"Pecr","protein_coding","1",72298326,72323473,0.279,0.307,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.113,0.077,-0.036,0.263,0.981,7.343,5.178,-2.165,0.112,0.131,8.033,8.036,0.003,0.878,0.957,24
"ENSMUSG00000026187",22596,"Xrcc5","protein_coding","1",72346586,72434111,0.047,0.069,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.065,0.041,-0.024,0.247,0.981,6.499,2.194,-4.304,0.021,0.032,9.465,9.463,-0.002,0.916,0.971,24
NA,NA,NA,NA,NA,NA,NA,0.005,0.012,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.065,0.051,-0.013,0.582,0.999,16.567,10,-6.567,0.006,0.014,10.446,10.453,0.007,0.689,0.872,24
"ENSMUSG00000026172",66821,"Bcs1l","protein_coding","1",74627448,74631602,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.1,0.045,-0.055,0.013,0.531,23.638,17.154,-6.484,0.006,0.015,9.64,9.643,0.004,0.814,0.931,24
"ENSMUSG00000026171",57751,"Rnf25","protein_coding","1",74632907,74640556,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.122,0.057,-0.065,0.047,0.784,9.582,3.679,-5.904,0.006,0.014,10.22,10.282,0.062,0.008,0.139,24
"ENSMUSG00000026203",56812,"Dnajb2","protein_coding","1",75213050,75222336,0.001,0.003,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.097,0.061,-0.036,0.084,0.875,20.53,16.1,-4.429,0,0.002,12.817,12.812,-0.006,0.692,0.872,24
"ENSMUSG00000033021",69080,"Gmppa","protein_coding","1",75412574,75419823,0.015,0.028,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.057,0.044,-0.014,0.561,0.999,14.409,8.873,-5.536,0.011,0.021,9.749,9.772,0.023,0.169,0.466,24
"ENSMUSG00000032908",433323,"Sgpp2","protein_coding","1",78286982,78396926,0.932,0.936,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.119,0.127,0.008,0.868,0.999,18.545,17.608,-0.937,0.542,0.557,10.164,10.163,-0.002,0.962,0.99,24
"ENSMUSG00000026245",23874,"Farsb","protein_coding","1",78394612,78465534,0.136,0.164,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.046,0.061,0.015,0.436,0.999,21.761,18.57,-3.191,0.028,0.04,11.353,11.356,0.002,0.859,0.949,24
"ENSMUSG00000043230",241128,"Fam124b","protein_coding","1",80176423,80196190,0.005,0.012,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.197,0.162,-0.036,0.399,0.999,23.36,20.273,-3.088,0.001,0.004,6.142,6.123,-0.019,0.524,0.78,24
"ENSMUSG00000038496",80721,"Slc19a3","protein_coding","1",82990244,83016169,0.025,0.041,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.109,0.111,0.002,0.964,0.999,20.76,16.922,-3.838,0.007,0.015,7.748,7.721,-0.027,0.313,0.608,24
"ENSMUSG00000045658",98496,"Pid1","protein_coding","1",84014017,84341901,0.006,0.014,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.043,0.057,0.014,0.51,0.999,21.527,14.745,-6.782,0.006,0.014,10.84,10.854,0.014,0.352,0.649,24
"ENSMUSG00000073633",66153,"Fbxo36","protein_coding","1",84817562,84878208,0.065,0.088,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.094,0.065,-0.029,0.364,0.996,6.422,2.573,-3.849,0.031,0.044,7.808,7.783,-0.025,0.273,0.576,24
"ENSMUSG00000026227",72792,"2810459M11Rik","protein_coding","1",85973585,85983178,0.368,0.394,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.111,0.053,-0.057,0.108,0.878,1.787,2.961,1.174,0.531,0.546,10.059,10.07,0.011,0.655,0.853,24
"ENSMUSG00000079445",227327,"B3gnt7","protein_coding","1",86230554,86235027,0.01,0.02,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.095,0.059,-0.036,0.211,0.974,3.108,22.221,19.112,0.006,0.014,7.951,7.959,0.008,0.692,0.872,24
"ENSMUSG00000048000",227331,"Gigyf2","protein_coding","1",87254720,87378518,0.642,0.658,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.057,0.049,-0.008,0.698,0.999,16.816,14.938,-1.878,0.219,0.238,11.927,11.926,0,0.995,0.997,24
"ENSMUSG00000079434",23956,"Neu2","protein_coding","1",87437611,87525567,0.004,0.011,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.13,0.1,-0.031,0.455,0.999,14.088,9.688,-4.401,0.004,0.011,7.269,7.315,0.046,0.111,0.386,24
"ENSMUSG00000081984",15504,"Dnajb3","protein_coding","1",88132454,88133504,0.013,0.025,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.098,0.059,-0.039,0.236,0.981,2.255,20.99,18.735,0.014,0.024,7.266,7.254,-0.012,0.606,0.829,24
"ENSMUSG00000026301",74918,"Iqca","protein_coding","1",89969854,90081123,0.012,0.023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.16,0.124,-0.036,0.567,0.999,5.248,23.008,17.759,0.012,0.021,8.29,8.305,0.015,0.734,0.898,24
"ENSMUSG00000026308",70788,"Klhl30","protein_coding","1",91278738,91290138,0.004,0.01,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.113,0.106,-0.007,0.86,0.999,2.163,21.897,19.734,0.006,0.014,6.847,6.782,-0.065,0.03,0.219,24
"ENSMUSG00000026309",67444,"Ilkap","protein_coding","1",91301583,91326537,0.033,0.051,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.078,0.056,-0.022,0.354,0.995,18.355,14.725,-3.63,0.017,0.027,10.557,10.581,0.024,0.158,0.45,24
"ENSMUSG00000055866",18627,"Per2","protein_coding","1",91343704,91387046,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.43,0.274,-0.156,0.01,0.517,11.215,6.423,-4.793,0,0,10.707,10.72,0.012,0.778,0.913,24
"ENSMUSG00000026313",208727,"Hdac4","protein_coding","1",91856501,92123421,0.183,0.212,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.104,0.059,-0.045,0.138,0.901,16.777,14.35,-2.427,0.147,0.166,11.421,11.415,-0.006,0.766,0.907,24
"ENSMUSG00000026270",23830,"Capn10","protein_coding","1",92862098,92875663,0.001,0.004,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.078,0.056,-0.022,0.394,0.999,11.535,8.442,-3.093,0.043,0.057,10.363,10.423,0.06,0.001,0.111,24
"ENSMUSG00000026275",66385,"Ppp1r7","protein_coding","1",93270576,93301211,0.006,0.015,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.067,0.039,-0.028,0.197,0.962,9.004,3.028,-5.976,0.003,0.008,11.529,11.537,0.008,0.607,0.829,24
"ENSMUSG00000034088",110611,"Hdlbp","protein_coding","1",93333662,93406537,0.422,0.447,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.053,0.045,-0.007,0.756,0.999,19.13,18.064,-1.067,0.571,0.585,13.343,13.317,-0.026,0.124,0.401,24
"ENSMUSG00000034066",227377,"Farp2","protein_coding","1",93439801,93549698,0.005,0.013,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.115,0.075,-0.039,0.161,0.927,19.504,16.276,-3.227,0.012,0.021,9.32,9.28,-0.039,0.05,0.277,24
"ENSMUSG00000026280",66615,"Atg4b","protein_coding","1",93679222,93718332,0.003,0.009,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.032,0.044,0.011,0.446,0.999,20.045,13.847,-6.198,0.007,0.016,11.46,11.475,0.015,0.159,0.45,24
"ENSMUSG00000026283",66262,"Ing5","protein_coding","1",93731687,93749823,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.079,0.051,-0.028,0.266,0.981,12.674,3.056,-9.618,0.009,0.017,9.586,9.598,0.012,0.517,0.775,24
"ENSMUSG00000034000",241159,"Neu4","protein_coding","1",93948173,93956056,0,0.001,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.132,0.103,-0.028,0.401,0.999,16.15,11.167,-4.983,0,0.002,9.945,9.906,-0.038,0.108,0.381,24
"ENSMUSG00000040648",227399,"Ppip5k2","protein_coding","1",97633773,97698136,0.001,0.004,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.084,0.109,0.025,0.468,0.999,7.742,1.429,-6.313,0,0.002,10.129,10.136,0.007,0.766,0.907,24
"ENSMUSG00000057329",12043,"Bcl2","protein_coding","1",106465908,106642004,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.1,0.079,-0.02,0.454,0.999,18.231,11.076,-7.156,0.001,0.003,10.906,10.894,-0.011,0.543,0.791,24
"ENSMUSG00000009905",70750,"Kdsr","protein_coding","1",106648189,106687457,0.099,0.126,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.052,0.056,0.004,0.842,0.999,10.139,6.276,-3.863,0.013,0.023,10.537,10.528,-0.009,0.543,0.791,24
"ENSMUSG00000047216",227485,"Cdh19","protein_coding","1",110816056,110905314,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.313,0.164,-0.148,0.025,0.633,16.012,11.496,-4.516,0.003,0.01,8.982,8.834,-0.148,0.002,0.111,24
"ENSMUSG00000038702",319901,"Dsel","protein_coding","1",111786432,111792648,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.135,0.09,-0.045,0.106,0.878,21.227,16.519,-4.707,0,0,10.306,10.269,-0.037,0.06,0.284,24
"ENSMUSG00000026374",22099,"Tsn","protein_coding","1",118222508,118239469,0.084,0.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.037,0.043,0.006,0.747,0.999,7.514,3.332,-4.181,0.033,0.046,12.229,12.209,-0.02,0.124,0.401,24
"ENSMUSG00000036975",66343,"Tmem177","protein_coding","1",119835620,119840938,0.009,0.019,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.079,0.069,-0.01,0.656,0.999,18.539,14.203,-4.336,0.001,0.005,9.139,9.137,-0.002,0.878,0.957,24
"ENSMUSG00000026387",319229,"Sctr","protein_coding","1",119934624,119991266,0.007,0.015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.166,0.079,-0.087,0.017,0.597,2.927,23.912,20.985,0.041,0.054,6.975,6.97,-0.005,0.857,0.948,24
"ENSMUSG00000050534",15564,"Htr5b","protein_coding","1",121437571,121456194,0.193,0.223,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.111,0.101,-0.01,0.85,0.999,5.038,0.902,-4.136,0.036,0.049,7.248,7.261,0.013,0.724,0.892,24
"ENSMUSG00000036086",226409,"Zranb3","protein_coding","1",127881921,128030784,0.596,0.615,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.064,0.058,-0.006,0.817,0.999,9.086,8.132,-0.954,0.555,0.569,8.674,8.696,0.022,0.239,0.545,24
"ENSMUSG00000026355",17219,"Mcm6","protein_coding","1",128259327,128287401,0.017,0.03,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.108,0.115,0.007,0.845,0.999,5.407,2.35,-3.057,0.014,0.024,9.552,9.502,-0.05,0.04,0.249,24
"ENSMUSG00000042581",210417,"Thsd7b","protein_coding","1",129201039,130147015,0.232,0.262,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.068,0.066,-0.002,0.943,0.999,3.696,0.412,-3.284,0.063,0.079,10.267,10.25,-0.017,0.405,0.699,24
"ENSMUSG00000026427",16865,"Eif2d","protein_coding","1",131080918,131115395,0.002,0.008,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.081,0.048,-0.033,0.209,0.974,8.511,3.82,-4.69,0.013,0.023,9.327,9.371,0.044,0.018,0.184,24
NA,NA,NA,NA,NA,NA,NA,0.021,0.036,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.055,0.069,0.014,0.59,0.999,3.132,21.676,18.544,0.002,0.007,11.778,11.788,0.01,0.582,0.815,24
"ENSMUSG00000026439",213464,"Rbbp5","protein_coding","1",132405103,132433397,0.178,0.207,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.071,0.059,-0.012,0.585,0.999,19.187,16.754,-2.433,0.06,0.075,11.436,11.42,-0.016,0.293,0.59,24
"ENSMUSG00000026443",16980,"Lrrn2","protein_coding","1",132808011,132867743,0.052,0.074,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.057,0.049,-0.008,0.764,0.999,2.145,20.634,18.489,0.012,0.021,12.861,12.878,0.016,0.377,0.673,24
"ENSMUSG00000064246",12654,"Chil1","protein_coding","1",134109914,134117919,0.002,0.005,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.092,0.064,-0.028,0.428,0.999,22.425,14.105,-8.32,0.015,0.025,9.395,9.416,0.021,0.389,0.685,24
"ENSMUSG00000042305",57439,"Tmem183a","protein_coding","1",134273835,134289717,0.063,0.086,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.057,0.036,-0.021,0.322,0.995,20.358,16.377,-3.982,0.03,0.043,11.515,11.494,-0.02,0.172,0.47,24
"ENSMUSG00000042229",98710,"Rabif","protein_coding","1",134422386,134436512,0.015,0.028,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.069,0.044,-0.025,0.171,0.934,18.83,14.659,-4.17,0.01,0.018,10.52,10.513,-0.007,0.575,0.81,24
"ENSMUSG00000042793",329252,"Lgr6","protein_coding","1",134911039,135033014,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0.31,0.146,-0.164,0.017,0.597,0.84,20.782,19.942,0.01,0.018,9.168,9.031,-0.137,0.005,0.123,24
"ENSMUSG00000041926",215615,"Rnpep","protein_coding","1",135190450,135211822,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.152,0.121,-0.032,0.286,0.981,20.454,16.192,-4.262,0,0,11.082,11.039,-0.043,0.045,0.262,24
"ENSMUSG00000041889",77552,"Shisa4","protein_coding","1",135298795,135302975,0.256,0.285,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.107,0.098,-0.009,0.785,0.999,6.632,4.444,-2.188,0.083,0.1,11.575,11.552,-0.024,0.309,0.605,24
"ENSMUSG00000041879",226432,"Ipo9","protein_coding","1",135310050,135358237,0.001,0.004,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.189,0.145,-0.044,0.169,0.93,18.235,15.235,-3,0,0.002,12.898,12.906,0.008,0.722,0.891,24
"ENSMUSG00000026418",21952,"Tnni1","protein_coding","1",135707172,135738727,0.059,0.082,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.094,0.08,-0.014,0.704,0.999,10.192,5.458,-4.734,0.008,0.016,6.633,6.623,-0.01,0.715,0.887,24
"ENSMUSG00000026360",19735,"Rgs2","protein_coding","1",143875076,143879899,0.017,0.031,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.108,0.153,0.045,0.321,0.995,16.363,12.087,-4.275,0.009,0.018,11.165,11.176,0.012,0.717,0.888,24
