ensembl_gene_id,entrezgene_id,mgi_symbol,gene_biotype,chromosome_name,start_position,end_position,p.overall,q.overall,post.hoc.A.By.p,post.hoc.peak.By.p,post.hoc.M.By.p,post.hoc.A.By.q,post.hoc.peak.By.q,post.hoc.M.By.q,A1,A2,delta.A,p.delta.A,q.delta.A,peak1,peak2,delta.peak,p.delta.peak,q.delta.peak,M1,M2,delta.M,p.delta.M,q.delta.M,P
ENSMUSG00000041378,12741,Cldn5,protein_coding,16,18595597,18597012,1.43E-09,7.54E-07,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.394125255,0.246052637,-0.148072618,0.009924684,0.517009705,0.301268036,19.32143077,-4.979837262,8.76E-07,4.89E-05,10.94201539,10.96234673,0.020331337,0.616238194,0.834752927,24
ENSMUSG00000041025,212632,Iffo2,protein_coding,4,139257859,139347693,0.183596298,0.212611979,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.060100084,0.073320721,0.013220638,0.591421576,0.999240093,0.301872456,21.71248335,-2.589389111,0.06232586,0.078055274,10.11572375,10.13779335,0.022069603,0.202147439,0.511182121,24
ENSMUSG00000031217,13641,Efnb1,protein_coding,X,98179736,98192597,4.74E-05,0.000512389,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.137338122,0.084595481,-0.052742641,0.18145018,0.947321146,0.307325085,17.36682676,-6.940498326,0.004922686,0.012588012,10.68369853,10.63341596,-0.050282561,0.08024629,0.324227698,24
ENSMUSG00000044176,328971,Spink10,protein_coding,18,62681982,62801141,0.103214054,0.130567602,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.094974789,0.11389624,0.018921451,0.651627385,0.999240093,0.320478304,20.5704948,-3.749983503,0.020272536,0.03114836,7.598242958,7.618517305,0.020274347,0.495203838,0.76180529,24
ENSMUSG00000045817,12193,Zfp36l2,protein_coding,17,84491359,84495375,1.81E-05,0.000274861,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.240241882,0.076142898,-0.164098984,0.000196852,0.074708596,0.324956187,20.2967091,-4.028247091,0.014318695,0.024082316,11.46870022,11.44969435,-0.019005874,0.531382099,0.784242367,24
ENSMUSG00000046668,67393,Cxxc5,protein_coding,18,35962450,35994741,0.001190487,0.004311214,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.108433249,0.048447487,-0.059985762,0.029463619,0.674833323,0.334338892,20.22159659,-4.112742303,0.019123344,0.029821468,11.54549644,11.51094139,-0.034555052,0.076876751,0.31843494,24
ENSMUSG00000030527,70461,Crtc3,protein_coding,7,80236375,80338625,0.009723002,0.020389827,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.049369614,0.045001063,-0.004368551,0.851173936,0.999240093,0.341279577,17.13593441,-7.205345167,0.006486377,0.014583046,10.71706909,10.70146178,-0.015607309,0.356146777,0.650819668,24
ENSMUSG00000020806,217344,Rhbdf2,protein_coding,11,116488991,116517845,0.674380291,0.688670338,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.074080607,0.091298645,0.017218038,0.647978675,0.999240093,0.366435194,22.95600966,-1.410425536,0.416089481,0.434105013,7.604478599,7.584080704,-0.020397895,0.440406218,0.720151834,24
ENSMUSG00000075502,432879,Kbtbd6,protein_coding,14,79689275,79692258,0.922371457,0.926312171,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.077670803,0.062424809,-0.015245994,0.651578414,0.999240093,0.382248113,1.206550382,0.82430227,0.658138724,0.668543025,6.687481872,6.680596977,-0.006884895,0.773414534,0.910178641,24
ENSMUSG00000019139,71780,Isyna1,protein_coding,8,71047023,71049940,0.000936713,0.003679314,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.100492116,0.058205573,-0.042286543,0.128676638,0.900604726,0.382855629,18.97785908,-5.404996553,0.005096812,0.0128094,12.04572727,12.02206475,-0.023662522,0.236040034,0.541901703,24
ENSMUSG00000062960,16542,Kdr,protein_coding,5,76093487,76139118,7.78E-06,0.000166672,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.260552959,0.121245979,-0.13930698,0.011877117,0.530960931,0.396413424,19.21182262,-5.184590804,0.001849352,0.006948239,10.18521085,10.11198993,-0.07322092,0.063493776,0.290887389,24
ENSMUSG00000024529,16948,Lox,protein_coding,18,52649139,52662939,0.000176831,0.001244684,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0.402954376,0.228042078,-0.174912298,0.055971991,0.790298118,0.43445248,21.34127837,-3.093174114,0.012791771,0.022168865,8.453920707,8.273535646,-0.180385061,0.005680773,0.128826423,24
ENSMUSG00000024019,74157,Cmtr1,protein_coding,17,29879569,29924953,0.01881708,0.033184801,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.079938414,0.06507076,-0.014867654,0.525778674,0.999240093,0.44583879,20.40340151,-4.042437278,0.002583126,0.008484029,10.55252454,10.5528662,0.000341653,0.98359908,0.994238948,24
ENSMUSG00000015305,70097,Sash1,protein_coding,10,8597983,8761814,0.002246833,0.007102891,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.156842314,0.077953784,-0.07888853,0.009192042,0.517009705,0.44939751,21.56549648,-2.88390103,0.01136296,0.0204713,13.03081699,13.02989703,-0.000919963,0.965147834,0.98998567,24
ENSMUSG00000066278,330192,Vps37b,protein_coding,5,124142704,124170333,2.02E-07,1.69E-05,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.174468868,0.063806484,-0.110662385,5.59E-05,0.055794128,0.453080741,19.90747601,-4.54560473,0.00063445,0.003456375,9.905463164,9.898250154,-0.00721301,0.702235368,0.877236211,24
ENSMUSG00000032413,114713,Rasa2,protein_coding,9,96421353,96513670,0.011031753,0.022457818,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.121198978,0.093625808,-0.02757317,0.371637169,0.999240093,0.462396561,21.4642398,-2.998156763,0.010789431,0.019858841,9.975888032,10.02018209,0.044294053,0.042636342,0.253726778,24
ENSMUSG00000028978,18127,Nos3,protein_coding,5,24569808,24589472,0.000263879,0.001612879,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.128916487,0.078309798,-0.05060669,0.10628976,0.877865971,0.472090752,19.78829817,-4.68379258,0.000389385,0.00265163,9.127715719,9.094685696,-0.033030023,0.139784898,0.428240775,24
ENSMUSG00000068196,12837,Col8a1,protein_coding,16,57444621,57575100,8.21E-06,0.000172814,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.284679378,0.127515083,-0.157164295,0.022278981,0.61352886,0.47366719,20.02323955,-4.450427642,0.018795757,0.029507746,9.205228147,9.044175288,-0.161052859,0.001151424,0.111101636,24
ENSMUSG00000021418,208366,Rpp40,protein_coding,13,36077455,36090342,0.001761597,0.005878245,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.077196341,0.059526541,-0.0176698,0.525352442,0.999240093,0.489009395,18.5921256,-5.896883792,0.001864465,0.006973654,8.127210475,8.09384449,-0.033365984,0.097881137,0.361516543,24
ENSMUSG00000087006,620695,Gm13889,protein_coding,2,93786155,93787546,1.30E-07,1.20E-05,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.104530168,0.064071464,-0.040458704,0.158577012,0.920083117,0.502224147,16.8298219,-7.672402247,0.002481791,0.008311625,9.857141621,9.945913596,0.088771975,3.79E-05,0.031631198,24
ENSMUSG00000039254,99011,Pomt1,protein_coding,2,32126602,32145017,0.000176225,0.001244001,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.086746443,0.071634269,-0.015112174,0.53862208,0.999240093,0.504514382,19.05918938,-5.445325007,4.78E-05,0.000721075,9.610121561,9.584071282,-0.026050279,0.141744611,0.430559994,24
ENSMUSG00000020644,15902,Id2,protein_coding,12,25143798,25147139,1.90E-05,0.000283928,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.365540054,0.258211832,-0.107328221,0.050019056,0.790298118,0.516327901,21.33962474,-3.176703156,9.08E-06,0.000250057,10.68899934,10.70745136,0.018452022,0.630898355,0.842318208,24
ENSMUSG00000031785,14766,Adgrg1,protein_coding,8,95701379,95740845,8.40E-07,4.48E-05,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.192353318,0.122877893,-0.069475424,0.030160148,0.674833323,0.517395199,20.2728114,-4.244583799,3.91E-07,3.63E-05,13.37209128,13.34952436,-0.022566914,0.318846022,0.616058697,24
ENSMUSG00000072949,26897,Acot1,protein_coding,12,84056264,84065145,0.000177457,0.001244684,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.245864886,0.132563629,-0.113301257,0.007520897,0.50532611,0.54804011,21.373985,-3.174055106,0.000586399,0.003309721,10.03298616,10.02799497,-0.004991197,0.865750542,0.952573259,24
ENSMUSG00000050666,320736,Vstm4,protein_coding,14,32578713,32661448,0.000173287,0.001226713,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.310900225,0.145605231,-0.165294994,0.008736798,0.517009705,0.559173255,21.410508,-3.148665256,0.010592155,0.019662178,9.423573045,9.334759715,-0.088813331,0.045059838,0.263216676,24
ENSMUSG00000032754,170756,Slc8b1,protein_coding,5,120649233,120672089,0.000222536,0.001444754,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.218679176,0.073640696,-0.14503848,0.000206662,0.074708596,0.596977132,22.24669191,-2.350285219,0.109710682,0.128445864,9.308208882,9.288217318,-0.019991564,0.453898894,0.729892634,24
ENSMUSG00000008090,116701,Fgfrl1,protein_coding,5,108840248,108854790,0.000157446,0.001134995,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.241913006,0.091261094,-0.150651912,0.000703143,0.119755098,0.611996326,21.34139434,-3.270601989,0.013283962,0.022790655,10.09962783,10.0980914,-0.001536432,0.960013271,0.98998567,24
ENSMUSG00000020277,18641,Pfkl,protein_coding,10,77822781,77845917,0.009484916,0.020046834,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.063318514,0.048718684,-0.01459983,0.518242079,0.999240093,0.67305072,18.96723572,-5.705815001,0.000937759,0.004521049,12.92137127,12.91729717,-0.004074101,0.801917953,0.924394302,24
ENSMUSG00000056708,15939,Ier5,protein_coding,1,154972107,154975382,0.000109542,0.000882674,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.179084636,0.093963713,-0.085120923,0.021717283,0.61352886,0.681129905,20.26840849,-4.412721419,0.000817125,0.004162022,10.61902229,10.59910674,-0.019915551,0.44603942,0.723010858,24
ENSMUSG00000044469,66443,Tnfaip8l1,protein_coding,17,56469477,56480955,0.104792066,0.132163522,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.054367654,0.071095115,0.016727461,0.537062052,0.999240093,0.683352593,20.58339169,-4.099960905,0.017586949,0.028000567,7.821508552,7.834389022,0.012880469,0.502390695,0.76652454,24
ENSMUSG00000027875,15360,Hmgcs2,protein_coding,3,98187751,98218054,0.000154943,0.00112222,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.181462361,0.087353341,-0.094109021,0.038350595,0.747689777,0.709444389,18.65591304,-6.053531348,0.005511783,0.013402933,10.36657651,10.34486405,-0.021712461,0.503928261,0.76652454,24
ENSMUSG00000009097,21380,Tbx1,protein_coding,16,18399729,18409421,0.002669936,0.007974803,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.128035742,0.071659906,-0.056375836,0.127123298,0.900604726,0.714488027,19.70585464,-5.008633384,0.01641297,0.026571441,7.602796345,7.571279485,-0.03151686,0.231682205,0.536997434,24
ENSMUSG00000067586,13610,S1pr3,protein_coding,13,51562675,51576833,4.09E-06,0.00011791,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.253510966,0.094553414,-0.158957551,0.001543398,0.21572412,0.71740487,21.51843033,-3.198974539,0.030798581,0.043386629,9.92449641,9.814650502,-0.109845908,0.001960216,0.111101636,24
ENSMUSG00000050930,74393,Map10,protein_coding,8,126396557,126400098,0.000738853,0.003127645,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.117473393,0.081248764,-0.036224629,0.142981512,0.900604726,0.729424253,20.79486414,-3.934560116,0.000271366,0.002158867,9.029759563,9.033731079,0.003971516,0.819903979,0.934373327,24
ENSMUSG00000031790,17388,Mmp15,protein_coding,8,96078896,96101708,0.011255834,0.022711046,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.119949296,0.085313144,-0.034636152,0.267196787,0.981345094,0.734750838,21.97123571,-2.763515124,0.018694202,0.029390006,11.63280497,11.5912122,-0.041592774,0.060878785,0.287311175,24
ENSMUSG00000035910,195208,Dcdc2a,protein_coding,13,25239987,25394689,0.131754932,0.159969893,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.127792724,0.09127836,-0.036514364,0.376707583,0.999240093,0.754261289,22.03867281,-2.715588478,0.067135355,0.083494392,10.59661994,10.56935228,-0.027267653,0.349140642,0.646193832,24
ENSMUSG00000027377,228576,Mall,protein_coding,2,127546306,127571852,0.004226421,0.011003327,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.170224376,0.080612142,-0.089612234,0.025851723,0.632975745,0.780130575,21.10291948,-3.677211092,0.024135224,0.035749774,6.542746193,6.529169539,-0.013576654,0.62924851,0.84169317,24
ENSMUSG00000042487,235497,Leo1,protein_coding,9,75348806,75373714,0.020165494,0.035044887,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.057223326,0.056468051,-0.000755275,0.970435396,0.999240093,0.800422515,20.12847816,-4.671944359,0.001641216,0.006456653,11.19174214,11.19633279,0.004590647,0.751806102,0.903740917,24
ENSMUSG00000037379,100689,Spon2,protein_coding,5,33355528,33375799,2.13E-05,0.000307468,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.370507471,0.232590092,-0.137917379,0.033503497,0.696111708,0.805098539,21.71090152,-3.094197016,0.000263193,0.002113977,6.996607217,6.892110351,-0.104496866,0.023305778,0.199975074,24
ENSMUSG00000053460,56316,Ggcx,protein_coding,6,72391291,72407695,0.038884508,0.058525272,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.088595584,0.05499446,-0.033601123,0.23229598,0.981345094,0.806614976,22.22912686,-2.577488113,0.103821464,0.122521402,9.248591194,9.211598582,-0.036992612,0.063324562,0.290643505,24
ENSMUSG00000000627,20355,Sema4f,protein_coding,6,82888866,82916750,0.00330774,0.009179619,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.087723521,0.060217596,-0.027505924,0.345826533,0.995293849,0.807832905,18.45179503,-6.35603788,0.007414914,0.01564394,12.10188642,12.11238367,0.010497257,0.618477217,0.835568247,24
ENSMUSG00000042793,329252,Lgr6,protein_coding,1,134911039,135033014,1.65E-05,0.000256067,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0.309976133,0.146373269,-0.163602863,0.017348406,0.596602803,0.840040615,20.78160366,-4.058436952,0.009654898,0.018441444,9.168453704,9.031387365,-0.137066339,0.005127004,0.123001449,24
ENSMUSG00000058070,68519,Eml1,protein_coding,12,108337216,108505876,0.002541464,0.007710544,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.098149264,0.087778849,-0.010370415,0.739855993,0.999240093,0.84695192,21.02581104,-3.82114088,0.00451799,0.012034512,11.73418731,11.6843892,-0.049798109,0.026711932,0.212508262,24
ENSMUSG00000034675,56320,Dbn1,protein_coding,13,55621242,55635924,0.023873566,0.039725867,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.064285907,0.072985592,0.008699685,0.728626334,0.999240093,0.914873364,20.55946576,-4.355407604,0.00292488,0.009196674,12.84970691,12.8696245,0.019917598,0.263724758,0.566804668,24
ENSMUSG00000040616,214359,Tmem51,protein_coding,4,141758303,141811615,7.52E-06,0.000163735,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.317224116,0.111956158,-0.205267958,6.68E-05,0.055794128,0.931585336,21.72361874,-3.207966596,0.017284546,0.027642038,9.299726849,9.280425054,-0.019301795,0.582132479,0.815475907,24
ENSMUSG00000039783,98256,Kmo,protein_coding,1,175447947,175489682,0.143400653,0.171943558,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.08552575,0.087665167,0.002139417,0.959577896,0.999240093,0.937394328,20.92932981,-4.008064515,0.038186329,0.051643249,6.208976452,6.183631526,-0.025344926,0.397463051,0.693140157,24
ENSMUSG00000022754,56277,Tmem45a,protein_coding,16,56625524,56706529,0.00011635,0.000925626,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.212129174,0.101704221,-0.110424953,0.034444474,0.696111708,0.942280666,20.91374567,-4.028534993,0.01815969,0.028657546,7.188804587,7.091662787,-0.0971418,0.008979154,0.138655655,24
ENSMUSG00000037016,242022,Frem2,protein_coding,3,53421359,53564776,0.025564984,0.041785942,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.182400994,0.150164899,-0.032236096,0.569731562,0.999240093,0.965117626,21.0813436,-3.88377403,0.008804283,0.017331919,8.901163506,8.877902543,-0.023260963,0.560064482,0.801096799,24
ENSMUSG00000043496,66873,Tril,protein_coding,6,53792453,53797815,0.000190894,0.001307153,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.157773844,0.093970831,-0.063803013,0.046257834,0.779868045,0.983723331,21.27014429,-3.713579041,0.000229425,0.001948945,12.68175165,12.65004652,-0.031705136,0.161757093,0.455679386,24
ENSMUSG00000050271,244418,Prag1,protein_coding,8,36561982,36614941,0.05417933,0.076362993,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.093896471,0.105692629,0.011796158,0.731119714,0.999240093,1.019070519,21.393665,-3.625405517,0.007627078,0.01592788,11.38960763,11.38001881,-0.00958882,0.692136043,0.871546911,24
ENSMUSG00000028475,71406,Spaar,protein_coding,4,43730034,43759462,4.62E-06,0.000120465,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.158165596,0.076372632,-0.081792965,0.007537376,0.50532611,1.057538499,19.74563859,-5.311899911,0.000292455,0.002262016,6.785147885,6.779467247,-0.005680637,0.792262401,0.920801517,24
ENSMUSG00000030319,67088,Cand2,protein_coding,6,115751499,115782518,0.115824101,0.143690692,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.097142674,0.070965751,-0.026176923,0.485017618,0.999240093,1.064545318,23.92511359,-1.139431727,0.521076215,0.53693133,9.832266113,9.775719513,-0.0565466,0.033267637,0.230300272,24
ENSMUSG00000021280,74190,Exoc3l4,protein_coding,12,111383451,111398112,0.001556149,0.005307972,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.19803999,0.073567356,-0.124472634,0.001622577,0.21572412,1.18824368,22.46331323,-2.72493045,0.075139389,0.091763795,8.439084726,8.452559208,0.013474482,0.620802259,0.835964783,24
ENSMUSG00000027435,17064,Cd93,protein_coding,2,148278560,148285483,0.000297804,0.001743682,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.197190688,0.090631788,-0.1065589,0.020774026,0.612467159,1.213921997,21.2432943,-3.970627695,0.014981498,0.024797644,9.077080914,9.014204083,-0.062876831,0.053156691,0.278420722,24
ENSMUSG00000028373,56079,Astn2,protein_coding,4,65299040,66322848,0.036648892,0.05597181,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.085435657,0.065827213,-0.019608443,0.516127398,0.999240093,1.214895804,21.57296917,-3.641926634,0.02514592,0.036765271,12.42381138,12.39216075,-0.031650624,0.138993389,0.427383352,24
ENSMUSG00000020917,104112,Acly,protein_coding,11,100367179,100418826,0.080274655,0.105544746,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.051664789,0.035851794,-0.015812994,0.414136643,0.999240093,1.217797832,21.24856135,-3.969236484,0.031285456,0.043848631,13.56709793,13.55376572,-0.013332217,0.331223203,0.627396331,24
ENSMUSG00000045312,218454,Lhfpl2,protein_coding,13,94194304,94331917,0.004938822,0.012254146,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.116951903,0.074775991,-0.042175912,0.216839845,0.977339302,1.236522225,23.07903675,-2.15748547,0.134836182,0.154433031,10.42935182,10.36085629,-0.068495532,0.004987604,0.121348893,24
ENSMUSG00000018796,14081,Acsl1,protein_coding,8,46924074,46989088,0.025273754,0.04145028,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.073522508,0.078359442,0.004836934,0.874085475,0.999240093,1.249975793,22.12217057,-3.127805227,0.043892417,0.057739841,11.42850887,11.38081843,-0.047690435,0.027715286,0.215599127,24
ENSMUSG00000000957,17387,Mmp14,protein_coding,14,54669069,54682821,3.89E-08,5.16E-06,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.628982001,0.399121056,-0.229860945,0.003162871,0.317046166,1.252618592,22.06662091,-3.185997678,2.39E-07,2.84E-05,11.01700503,10.96550829,-0.051496739,0.341745934,0.639593212,24
ENSMUSG00000026043,12825,Col3a1,protein_coding,1,45350698,45388866,0.00140753,0.004926357,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.412012811,0.218555343,-0.193457469,0.118629538,0.895555759,1.255802152,22.43391624,-2.821885915,0.098387676,0.117074794,11.32050385,11.06432648,-0.256177363,0.003852732,0.111129173,24
ENSMUSG00000032358,208994,Fam83b,protein_coding,9,76397336,76474398,0.037066279,0.056466927,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.178217511,0.145542849,-0.032674662,0.482951571,0.999240093,1.259340996,22.14800903,-3.111331966,0.007858848,0.016182639,6.64088821,6.637501212,-0.003386998,0.91733996,0.971368995,24
ENSMUSG00000024039,12411,Cbs,protein_coding,17,31827868,31856212,2.51E-05,0.000341311,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.196845096,0.067255037,-0.129590058,0.000425084,0.081943166,1.292738984,21.05436384,-4.238375147,0.014517072,0.024301792,10.70977584,10.73486606,0.025090224,0.323562238,0.619913584,24
